编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
89,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolihaokudai"，"点我对话"),lihaokudai,浩丰精品,,,,,https://shop62747803.taobao.com,,,5517.10,北京,马丁靴女,,4.5873,-4.33%,4.62857,-4.28%,4.70159分,-2.90%,,,,,,,,,,
90,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao车氏e族"，"点我对话"),车氏e族,潮妞女鞋坊,,,,,https://shop121889431.taobao.com,,,130673.00,北京,马丁靴女,,4.68316分,-2.33%,4.73867分,-2.00%,4.75743分,-1.74%,,,,,,,,,,
91,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomengdexin005"，"点我对话"),mengdexin005,初见倾心生活馆,,,,,https://shop462482358.taobao.com,,,7262.00,北京,马丁靴女,,4.6859,-2.63%,4.73077,-2.34%,4.78846分,-1.33%,,,,,,,,,,
92,泉州侃浩商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao后肯旗舰店"，"点我对话"),后肯旗舰店,后肯旗舰店,,,,,https://shop582377291.taobao.com,,,311520.00,北京,马丁靴女,,4.98308分,86.69%,4.97351分,84.29%,4.96689分,79.25%,,,,,,,,,,
93,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蓝薇名妆"，"点我对话"),蓝薇名妆,蓝精灵起飞,,,,,https://shop156248226.taobao.com,,,7929.24,北京,马丁靴女,,4.57797分,-4.87%,4.62613分,-4.50%,4.67096分,-3.75%,,,,,,,,,,
94,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb68242842"，"点我对话"),tb68242842,男神第一店,,,,,https://shop193799765.taobao.com,,,3612.50,北京,马丁靴女,,4.87124分,37.15%,4.90987分,45.17%,4.92489分,52.45%,,,,,,,,,,
95,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb0788410_2012"，"点我对话"),tb0788410_2012,d[s111535370],,,,,https://shop111535370.taobao.com,,,159.00,北京,马丁靴女,,4.71519分,-1.66%,4.81013分,-0.52%,4.77848分,-1.31%,,,,,,,,,,
96,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoping19841205"，"点我对话"),ping19841205,MISS转角,,,,,https://shop60471736.taobao.com,,,214012.00,北京,马丁靴女,,4.94544分,68.58%,4.95579分,69.77%,4.94732分,63.73%,,,,,,,,,,
97,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaonounou62"，"点我对话"),nounou62,精品折扣百货商超店,,,,,https://shop115491285.taobao.com,,,4862.16,北京,马丁靴女,,4.69051分,-2.82%,4.7352分,-2.44%,4.76578分,-1.83%,,,,,,,,,,
98,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao招财进宝吉祥如意188"，"点我对话"),招财进宝吉祥如意188,惠彩鞋类老北京企业店,,,,,https://shop70097966.taobao.com,,,0,北京,马丁靴女,,4.85117,27.40%,4.87076,21.43%,4.87728分,22.37%,,,,,,,,,,
99,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao艾点点2011"，"点我对话"),艾点点2011,艾嘉鞋城,,,,,https://shop64830967.taobao.com,,,2880.00,北京,马丁靴女,,4.76923分,-0.54%,4.76923分,-1.37%,4.73077分,-2.30%,,,,,,,,,,
100,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao菲菲女鞋批发"，"点我对话"),菲菲女鞋批发,菲菲女鞋批发,,,,,https://shop115390878.taobao.com,,,1114.60,北京,马丁靴女,,4.59583分,-4.16%,4.69167分,-2.98%,4.74167分,-2.07%,,,,,,,,,,
101,杭州阔并贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogytqettt旗舰店"，"点我对话"),gytqettt旗舰店,gytqettt旗舰店,,,,,https://shop280700712.taobao.com,,,28454.16,北京,马丁靴女,,4.85469分,0%,4.83648分,3.00%,4.85772分,10.83%,,,,,,,,,,
102,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小辉辉商贸城"，"点我对话"),小辉辉商贸城,小辉辉商贸城,,,,,https://shop410628723.taobao.com,,,795.68,北京,马丁靴女,,4.81081,0.10%,4.83784,0.13%,4.94595分,63.28%,,,,,,,,,,
103,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奢华奢饰品商城"，"点我对话"),奢华奢饰品商城,金勋户外鞋品店,,,,,https://shop108172565.taobao.com,,,2071.00,北京,马丁靴女,,4.69231分,-2.78%,4.69231分,-3.33%,4.76923分,-1.76%,,,,,,,,,,
104,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoedwin1548"，"点我对话"),edwin1548,Rose潮人馆,,,,,https://shop100827794.taobao.com,,,0,北京,马丁靴女,,4.64619分,-4.90%,4.7011分,-4.06%,4.72933分,-3.44%,,,,,,,,,,
105,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao土豆55667"，"点我对话"),土豆55667,豆豆优惠店,,,,,https://shop245245181.taobao.com,,,7508.21,北京,马丁靴女,,4.60648,-3.93%,4.66999,-3.43%,4.70548分,-2.82%,,,,,,,,,,
106,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb342685940"，"点我对话"),tb342685940,d[s217228287],,,,,https://shop217228287.taobao.com,,,426.81,北京,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
107,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梅从安习柯"，"点我对话"),梅从安习柯,易佰佳生活馆,,,,,https://shop121690042.taobao.com,,,12926.60,北京,马丁靴女,,4.72069分,-3.38%,4.77523分,-2.55%,4.79052分,-2.19%,,,,,,,,,,
108,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao纳妮雅"，"点我对话"),纳妮雅,纳妮雅复古民族风女鞋,17001275698,,,,https://shop35304957.taobao.com,,,12532.00,北京,马丁靴女,,4.86642分,34.80%,4.91095分,45.83%,4.91365分,45.33%,,,,,,,,,,
109,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao橘子洲头yes"，"点我对话"),橘子洲头yes,3Q女鞋,,,,,https://shop129279374.taobao.com,,,59710.00,北京,马丁靴女,,4.67175,-2.57%,4.69931,-2.82%,4.72933分,-2.33%,,,,,,,,,,
110,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百货采购商店"，"点我对话"),百货采购商店,u[3604334366],,,,,https://shop495552097.taobao.com,,,3266.56,北京,马丁靴女,,4.64604,-3.48%,4.71617,-2.65%,4.72772分,-2.51%,,,,,,,,,,
111,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao大胡子老k"，"点我对话"),大胡子老k,青木村河,,,,,https://shop246265123.taobao.com,,,4540.00,北京,马丁靴女,,4.30714分,-10.17%,4.34286分,-10.19%,4.39286分,-9.27%,,,,,,,,,,
112,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爽歪歪52027"，"点我对话"),爽歪歪52027,尚品小妖女鞋,,,,,https://shop106185562.taobao.com,,,1056.00,北京,马丁靴女,,4.68132分,-2.37%,4.78022分,-1.14%,4.79121分,-1.05%,,,,,,,,,,
113,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao权浩泽精品店"，"点我对话"),权浩泽精品店,u[2200784957072],,,,,https://shop170286035.taobao.com,,,508.36,北京,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
114,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowangqq004"，"点我对话"),wangqq004,艺品服饰馆,,,,,https://shop178595558.taobao.com,,,1309.89,北京,马丁靴女,,4.74292,-1.09%,4.785,-1.05%,4.80566分,-0.75%,,,,,,,,,,
115,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobabeyan927"，"点我对话"),babeyan927,FB STUDIOS 辰大大流,,,,,https://shop66397464.taobao.com,,,636.00,北京,马丁靴女,,4.66分,-2.82%,4.7分,-2.80%,4.76分,-1.69%,,,,,,,,,,
116,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao在你眼中读懂2070"，"点我对话"),在你眼中读懂2070,有您所XU,,,,,https://shop578857668.taobao.com,,,430.40,上海,马丁靴女,,4.24615分,-11.45%,4.52308分,-6.46%,4.61538分,-4.68%,,,,,,,,,,
117,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恬园生活用品"，"点我对话"),恬园生活用品,怡园百货大卖场,,,,,https://shop581418139.taobao.com,,,711.12,上海,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
118,苏州洛全商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡萨杰旗舰店"，"点我对话"),卡萨杰旗舰店,卡萨杰旗舰店,,,,,https://shop232395534.taobao.com,,,8289.33,上海,马丁靴女,,4.76762分,2.16%,4.72324分,2.24%,4.71018分,2.69%,,,,,,,,,,
119,诸暨市兴慧商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao森边旗舰店"，"点我对话"),森边旗舰店,森边旗舰店,,,,,https://shop259413951.taobao.com,,,5234.89,上海,马丁靴女,,4.75272分,2.46%,4.66874分,3.37%,4.68274分,3.26%,,,,,,,,,,
120,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoback_2_basic"，"点我对话"),back_2_basic,BASIC ANYWEAR,,,,,https://shop112785391.taobao.com,,,7732.00,上海,马丁靴女,,4.71642分,-1.64%,4.81493分,0.43%,4.8209分,0.43%,,,,,,,,,,
121,泉州驰良贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao佐适旗舰店"，"点我对话"),佐适旗舰店,佐适旗舰店,,,,,https://shop320109963.taobao.com,,,239511.00,上海,马丁靴女,,4.89902分,20.61%,4.84216分,6.37%,4.86569分,15.82%,,,,,,,,,,
122,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao易易容容"，"点我对话"),易易容容,仙女鞋店,,,,,https://shop57831701.taobao.com,,,992.00,上海,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
123,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晨星鞋吧"，"点我对话"),晨星鞋吧,晨晨运动商城店,,,,,https://shop58554567.taobao.com,,,7563.20,上海,马丁靴女,,4.45306分,-7.73%,4.54286分,-6.40%,4.56735分,-5.92%,,,,,,,,,,
124,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao七星飘虫86"，"点我对话"),七星飘虫86,触棉,,,,,https://shop68016199.taobao.com,,,2957.00,上海,马丁靴女,,4.90625分,54.27%,4.90625分,43.01%,4.90625分,40.70%,,,,,,,,,,
125,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao伊人搭配"，"点我对话"),伊人搭配,初二Lunarcalendar,,0754-89960004,15815057295,,https://shop110091511.taobao.com,,,3172.48,上海,马丁靴女,,4.6038,-4.35%,4.65321,-3.95%,4.70288分,-3.03%,,,,,,,,,,
126,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao主爱我吧"，"点我对话"),主爱我吧,有爱真皮鞋铺,,,,,https://shop144698193.taobao.com,,,4993.00,上海,马丁靴女,,4.88095分,41.93%,4.91667分,49.34%,4.92262分,51.05%,,,,,,,,,,
127,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao再淘888"，"点我对话"),再淘888,再淘家女鞋工厂店,,,,,https://shop111133090.taobao.com,,,123270.00,上海,马丁靴女,,4.77671分,0.38%,4.81323分,0.46%,4.8215分,0.42%,,,,,,,,,,
128,泉州市瀚喆贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡特洛旗舰店"，"点我对话"),卡特洛旗舰店,卡特洛旗舰店,,,,,https://shop231494357.taobao.com,,,2745.14,上海,马丁靴女,,4.73611分,2.81%,4.69444分,2.84%,4.72222分,2.44%,,,,,,,,,,
129,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao街拍秀"，"点我对话"),街拍秀,街拍秀潮男馆,,,,,https://shop162709050.taobao.com,,,24252.00,上海,马丁靴女,,4.73266,-1.30%,4.79978,-0.74%,4.7953分,-0.96%,,,,,,,,,,
130,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao精致女人坊60"，"点我对话"),精致女人坊60,省嫂家居,,,,,https://shop105003876.taobao.com,,,0,上海,马丁靴女,,4.73448分,-1.26%,4.77409分,-1.27%,4.791分,-1.05%,,,,,,,,,,
131,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb538923769"，"点我对话"),tb538923769,草湖商城,,,,,https://shop543053048.taobao.com,,,2640.60,上海,马丁靴女,,4.23077,-12.09%,4.27885,-11.67%,4.43269分,-8.66%,,,,,,,,,,
132,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao依驼鑫绒毛制品有限公司"，"点我对话"),依驼鑫绒毛制品有限公司,格局批发,null,,,,https://shop102927065.taobao.com,,,5789.88,上海,马丁靴女,,4.62275,-3.96%,4.70709,-2.84%,4.72139分,-2.64%,,,,,,,,,,
133,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恋包纺"，"点我对话"),恋包纺,恋包纺女包,,,,,https://shop126551234.taobao.com,,,57.00,上海,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
134,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao坤鑫企业总店"，"点我对话"),坤鑫企业总店,坤焱百货商贸公司,,,,,https://shop522208317.taobao.com,,,0,上海,马丁靴女,,4.71875,-1.96%,4.76736,-1.59%,4.80208分,-0.98%,,,,,,,,,,
135,广州粤盛服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao益锦琳旗舰店"，"点我对话"),益锦琳旗舰店,益锦琳旗舰店,,,,,https://shop265862755.taobao.com,,,46480.70,上海,马丁靴女,,4.82318分,1.02%,4.78136分,1.04%,4.80167分,0.80%,,,,,,,,,,
136,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我家傻丫头555"，"点我对话"),我家傻丫头555,折扣购物超市,,,,,https://shop206606631.taobao.com,,,1462.88,上海,马丁靴女,,4.501分,-6.13%,4.532分,-6.28%,4.638分,-4.21%,,,,,,,,,,
137,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao开心马小跳跳"，"点我对话"),开心马小跳跳,开心马小跳跳,,,,,https://shop384694245.taobao.com,,,3556.50,上海,马丁靴女,,4.75,-2.23%,4.75,-2.72%,4.69643分,-3.81%,,,,,,,,,,
138,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopeijing55"，"点我对话"),peijing55,杂七杂八杂货壹号铺,,,,,https://shop61168958.taobao.com,,,2920.60,上海,马丁靴女,,4.69914,-2.37%,4.74515,-2.05%,4.75966分,-1.85%,,,,,,,,,,
139,石狮税然贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoksxc旗舰店"，"点我对话"),ksxc旗舰店,ksxc旗舰店,,,,,https://shop415840724.taobao.com,,,2141.39,上海,马丁靴女,,4.92045分,37.45%,4.93182分,59.56%,4.90909分,43.04%,,,,,,,,,,
140,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao华魅红蜻蜓"，"点我对话"),华魅红蜻蜓,华魅鞋业,,,,,https://shop127775694.taobao.com,,,7718.99,上海,马丁靴女,,4.56581,-4.78%,4.6353,-4.14%,4.6845分,-3.25%,,,,,,,,,,
141,泉州耐靠贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洪濑鞋类旗舰店"，"点我对话"),洪濑鞋类旗舰店,洪濑鞋类旗舰店,,,,,https://shop494554205.taobao.com,,,275576.00,上海,马丁靴女,,4.87863分,4.56%,4.82343分,0%,4.84703分,4.15%,,,,,,,,,,
142,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb_qinma2012"，"点我对话"),tb_qinma2012,东昌湖畔的歇雨亭,,,,,https://shop101393153.taobao.com,,,12843.05,上海,马丁靴女,,4.60968分,-4.23%,4.69892分,-3.01%,4.70797分,-2.92%,,,,,,,,,,
143,常熟月光雨服饰贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百趣多旗舰店"，"点我对话"),百趣多旗舰店,百趣多旗舰店,,,,,https://shop166849178.taobao.com,,,399979.90,上海,马丁靴女,,4.91556分,33.60%,4.86864分,22.09%,4.86914分,18.01%,,,,,,,,,,
144,泉州哥洛布电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao渴慕旗舰店"，"点我对话"),渴慕旗舰店,渴慕旗舰店,,,,,https://shop106309620.taobao.com,,,481008.00,上海,马丁靴女,,4.84789分,0.51%,4.79468分,0.76%,4.81501分,0.52%,,,,,,,,,,
145,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao张大叔和金小姐"，"点我对话"),张大叔和金小姐,宝儿潮牌工作室,,,,,https://shop119145301.taobao.com,,,76198.00,上海,马丁靴女,,4.72619分,-1.43%,4.8373分,1.09%,4.84921分,4.62%,,,,,,,,,,
146,东莞市蓝洛服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao堡为旗舰店"，"点我对话"),堡为旗舰店,堡为旗舰店,,,,,https://shop538808774.taobao.com,,,12770.50,上海,马丁靴女,,4.74951分,2.53%,4.71233分,2.46%,4.69276分,3.05%,,,,,,,,,,
147,义乌市迈戴娜服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao百拉特旗舰店"，"点我对话"),百拉特旗舰店,百拉特旗舰店,,,,,https://shop557870846.taobao.com,,,9379.00,上海,马丁靴女,,4.72678分,3.00%,4.63823分,4.00%,4.65551分,3.82%,,,,,,,,,,
148,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao与美丽约定"，"点我对话"),与美丽约定,脚尖上的世界,,,,,https://shop72356592.taobao.com,,,4307.00,上海,马丁靴女,,4.87959分,41.23%,4.90204分,40.41%,4.92041分,49.61%,,,,,,,,,,
149,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘美美6698"，"点我对话"),淘美美6698,鑫卉子时尚女鞋,,13582356901,,,https://shop73154156.taobao.com,,,1886.00,上海,马丁靴女,,4.82857,16.38%,4.8,-0.73%,4.80769分,-0.71%,,,,,,,,,,
150,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoxblrybhwd"，"点我对话"),xblrybhwd,偷走你的满目星河,,,,,https://shop444338760.taobao.com,,,4577.18,上海,马丁靴女,,4.65182,-3.34%,4.70445,-2.88%,4.72065分,-2.72%,,,,,,,,,,
151,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梅子网店8"，"点我对话"),梅子网店8,贝多娜鞋吧,,,,,https://shop103490290.taobao.com,,,14865.80,上海,马丁靴女,,4.75754,-0.78%,4.81061,-0.52%,4.83767分,0.10%,,,,,,,,,,
152,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鹤娇母婴用品经营部"，"点我对话"),鹤娇母婴用品经营部,厂价直销全网最便宜,,,,,https://shop567911903.taobao.com,,,3795.00,上海,马丁靴女,,4.63819,-3.62%,4.62121,-4.60%,4.74874分,-2.14%,,,,,,,,,,
153,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao家里可以998"，"点我对话"),家里可以998,我是极品鸭,,,,,https://shop452282697.taobao.com,,,1181.00,上海,马丁靴女,,4.82353,-2.25%,4.79412,-2.89%,4.79412分,-2.94%,,,,,,,,,,
154,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao第柒桶金640"，"点我对话"),第柒桶金640,高中三年a,,,,,https://shop326748928.taobao.com,,,35659.00,上海,马丁靴女,,4.68571,-2.28%,4.71429,-2.51%,4.8046分,-0.77%,,,,,,,,,,
155,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美丽女鞋之家"，"点我对话"),美丽女鞋之家,签笔小白,,,,,https://shop141364715.taobao.com,,,2293.55,上海,马丁靴女,,4.57895分,-4.85%,4.57895分,-5.47%,4.57895分,-5.64%,,,,,,,,,,
156,厦门燕乐贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao浙克旗舰店"，"点我对话"),浙克旗舰店,浙克旗舰店,,,,,https://shop112910741.taobao.com,,,171861.00,上海,马丁靴女,,4.89236分,15.36%,4.81944分,0%,4.84375分,2.10%,,,,,,,,,,
157,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao至上农集"，"点我对话"),至上农集,旺财润家,,,,,https://shop248409406.taobao.com,,,0,上海,马丁靴女,,4.64783,-4.87%,4.70245,-4.03%,4.72316分,-3.56%,,,,,,,,,,
158,东莞市耀火贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao斯本诺旗舰店"，"点我对话"),斯本诺旗舰店,斯本诺旗舰店,,,,,https://shop381664277.taobao.com,,,3069.00,上海,马丁靴女,,4.96313分,71.01%,4.96544分,79.50%,4.96774分,79.78%,,,,,,,,,,
159,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao穿我衣服的人都变好看了"，"点我对话"),穿我衣服的人都变好看了,善欣全球折扣工厂店,,,,,https://shop400917066.taobao.com,,,2653.30,上海,马丁靴女,,4.51373分,-7.61%,4.6549分,-5.00%,4.65098分,-5.04%,,,,,,,,,,
160,清河县溢恒纺织有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao溢恒服饰专营店"，"点我对话"),溢恒服饰专营店,溢恒服饰专营店,,,,,https://shop68790934.taobao.com,,,1993946.40,上海,马丁靴女,,4.87629分,2.72%,4.8406分,5.46%,4.83981分,0%,,,,,,,,,,
161,常熟市悦慧商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洛熙吉旗舰店"，"点我对话"),洛熙吉旗舰店,洛熙吉旗舰店,,,,,https://shop382518978.taobao.com,,,2267.13,上海,马丁靴女,,4.78988分,1.70%,4.72763分,2.15%,4.72374分,2.41%,,,,,,,,,,
162,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao年轮小铺"，"点我对话"),年轮小铺,年轮百货,,,,,https://shop173274112.taobao.com,,,1400.68,上海,马丁靴女,,4.65,-4.82%,4.75,-3.06%,4.85分,-0.97%,,,,,,,,,,
163,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao枫烟小筑"，"点我对话"),枫烟小筑,布兰卡卡阿卡莫伊手工,,,,,https://shop35169473.taobao.com,,,31645.60,上海,马丁靴女,,4.81236分,8.41%,4.85651分,12.71%,4.86313分,13.35%,,,,,,,,,,
164,泉州普临千商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao马司令旗舰店"，"点我对话"),马司令旗舰店,马司令旗舰店,,,,,https://shop264857182.taobao.com,,,2436.78,上海,马丁靴女,,4.93651分,50.08%,4.86508分,19.96%,4.85714分,10.47%,,,,,,,,,,
165,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小康家铺子"，"点我对话"),小康家铺子,小康家铺子,,,,,https://shop560500852.taobao.com,,,6787.56,上海,马丁靴女,,4.6079分,-4.27%,4.65653分,-3.88%,4.72644分,-2.54%,,,,,,,,,,
166,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao溜溜鞋店"，"点我对话"),溜溜鞋店,溜MM外贸鞋店,,,,,https://shop58585944.taobao.com,,,25309.00,上海,马丁靴女,,4.82251分,13.37%,4.86147分,15.73%,4.8658分,15.04%,,,,,,,,,,
167,泉州市环森电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao环森鞋类旗舰店"，"点我对话"),环森鞋类旗舰店,环森鞋类旗舰店,,,,,https://shop194994469.taobao.com,,,43826.00,上海,马丁靴女,,4.86775分,0%,4.82367分,0%,4.82367分,0%,,,,,,,,,,
168,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohappy燕语莺声99"，"点我对话"),happy燕语莺声99,涵涵百货城,,,,,https://shop100982982.taobao.com,,,6505.80,上海,马丁靴女,,4.8327分,18.34%,4.87833分,25.98%,4.88593分,27.78%,,,,,,,,,,
169,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao友林百货"，"点我对话"),友林百货,友林特价区,,,,,https://shop311395783.taobao.com,,,2740.28,上海,马丁靴女,,4.69363,-2.47%,4.71569,-2.65%,4.7451分,-2.22%,,,,,,,,,,
170,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao空娜1110"，"点我对话"),空娜1110,d[s261800968],,,,,https://shop261800968.taobao.com,,,1766.41,上海,马丁靴女,,4.85542,22.93%,4.89157,30.42%,4.89157分,26.34%,,,,,,,,,,
171,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolingyu9006"，"点我对话"),lingyu9006,九鼎小店,,,,,https://shop120552766.taobao.com,,,3440.53,上海,马丁靴女,,4.80569分,0.16%,4.83886分,0.12%,4.8436分,0.12%,,,,,,,,,,
172,嘉兴灵硕服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡都狼旗舰店"，"点我对话"),卡都狼旗舰店,卡都狼旗舰店,,,,,https://shop113453266.taobao.com,,,68736.00,上海,马丁靴女,,4.90234分,23.21%,4.77344分,1.20%,4.82031分,0%,,,,,,,,,,
