编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
87,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolf43n870927"，"点我对话"),lf43n870927,43N女装 轻奢羊绒荟萃店,,,,,https://shop395586954.taobao.com,,,106771.00,北京,秋冬女装,,4.93431,67.94%,4.94891,68.92%,4.9562分,72.27%,,,,,,,,,,
88,微丽（天津）服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb2服饰旗舰店"，"点我对话"),tb2服饰旗舰店,tb2服饰旗舰店,,,,,https://shop104214156.taobao.com,,,198371.00,北京,秋冬女装,,4.8885分,12.34%,4.76991分,1.27%,4.84425分,2.39%,,,,,,,,,,
89,北京羽衣霓裳商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao羽衣霓裳旗舰店"，"点我对话"),羽衣霓裳旗舰店,羽衣霓裳旗舰店,,,,,https://shop165815107.taobao.com,,,0,北京,秋冬女装,,4.92526分,41.24%,4.86512分,19.99%,4.87199分,19.77%,,,,,,,,,,
90,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一个一个一"，"点我对话"),一个一个一,大尖小货,,,,,https://shop33589116.taobao.com,,,5120.00,北京,秋冬女装,,4.89808分,50.25%,4.90769分,43.84%,4.90962分,42.78%,,,,,,,,,,
91,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao20140821小朋友"，"点我对话"),20140821小朋友,糖果一派时尚服饰,,,,,https://shop113805615.taobao.com,,,97051.00,北京,秋冬女装,,4.44分,-7.40%,4.6分,-4.87%,4.52分,-6.65%,,,,,,,,,,
92,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao满珍子"，"点我对话"),满珍子,珍衣满铺大码女装,,,,,https://shop117061606.taobao.com,,,54112.00,北京,秋冬女装,,4.75998分,-0.73%,4.81345分,0.46%,4.80945分,-0.67%,,,,,,,,,,
93,北京佰秀缘商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黛诗雪旗舰店"，"点我对话"),黛诗雪旗舰店,黛诗雪旗舰店,,,,,https://shop195070261.taobao.com,,,0,北京,秋冬女装,,4.94589分,57.45%,4.89177分,35.81%,4.90476分,40.33%,,,,,,,,,,
94,天津阿诗琳电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿诗琳服饰旗舰店"，"点我对话"),阿诗琳服饰旗舰店,阿诗琳服饰旗舰店,,,,,https://shop109119932.taobao.com,,,0,北京,秋冬女装,,4.89816分,19.93%,4.84567分,8.45%,4.85464分,8.90%,,,,,,,,,,
95,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao大红门服装商厦"，"点我对话"),大红门服装商厦,北京大红门女装店,,,,,https://shop71197549.taobao.com,,,4760.00,北京,秋冬女装,,4.80303分,3.92%,4.84848分,7.89%,4.83333分,0.18%,,,,,,,,,,
96,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿巴小丰86"，"点我对话"),阿巴小丰86,欧巴小丰店,,,,,https://shop119677425.taobao.com,,,111281.00,北京,秋冬女装,,4.82826分,16.18%,4.85671分,12.83%,4.85988分,11.29%,,,,,,,,,,
97,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao韩衣尊尚"，"点我对话"),韩衣尊尚,韩衣尊尚,,,,,https://shop110416860.taobao.com,,,0,北京,秋冬女装,,4.73628,-1.23%,4.77483,-1.26%,4.77748分,-1.33%,,,,,,,,,,
98,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美眉炫酷女装"，"点我对话"),美眉炫酷女装,这家大码店,,,,,https://shop120981761.taobao.com,,,454270.12,北京,秋冬女装,,4.75935分,-0.75%,4.80651分,-0.60%,4.81784分,-0.50%,,,,,,,,,,
99,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao味道薰衣草33"，"点我对话"),味道薰衣草33,Annadiva安娜家,,,,,https://shop71305591.taobao.com,,,0,北京,秋冬女装,,4.82833分,16.21%,4.87635分,24.78%,4.88355分,26.27%,,,,,,,,,,
100,宣城兰叶草服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao西西河旗舰店"，"点我对话"),西西河旗舰店,西西河旗舰店,,,,,https://shop113316856.taobao.com,,,155897.00,北京,秋冬女装,,4.81841分,1.12%,4.78397分,0.98%,4.8159分,0.51%,,,,,,,,,,
101,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美白雪"，"点我对话"),美白雪,衣缘人时尚大码女装,,,,,https://shop64660751.taobao.com,,,2396.00,北京,秋冬女装,,4.84615分,24.95%,4.84615分,6.47%,4.84615分,2.68%,,,,,,,,,,
102,杭州贝轩贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao薇雅名依旗舰店"，"点我对话"),薇雅名依旗舰店,薇雅名依旗舰店,,,,,https://shop107691534.taobao.com,,,2155.50,北京,秋冬女装,,4.87038分,0%,4.87972分,28.65%,4.89101分,31.69%,,,,,,,,,,
103,北京欣晴致美服饰有限责任公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欣情静苑旗舰店"，"点我对话"),欣情静苑旗舰店,欣情静苑旗舰店,,,,,https://shop67531482.taobao.com,,,8422730.00,北京,秋冬女装,,4.87661分,2.99%,4.81131分,0%,4.83136分,0%,,,,,,,,,,
104,北京东方蓝地服装股份有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolandi服饰旗舰店"，"点我对话"),landi服饰旗舰店,landi服饰旗舰店,,,,,https://shop145944417.taobao.com,,,0,北京,秋冬女装,,4.94681分,58.17%,4.9294分,58.13%,4.95358分,70.91%,,,,,,,,,,
105,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao周暄北"，"点我对话"),周暄北,叙读,,,,,https://shop72005420.taobao.com,,,15708.00,北京,秋冬女装,,4.71855分,-1.60%,4.76546分,-1.45%,4.77612分,-1.36%,,,,,,,,,,
106,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao在京大男孩"，"点我对话"),在京大男孩,女人坊精品服饰,,,,,https://shop101590603.taobao.com,,,9362.00,北京,秋冬女装,,4.80769分,6.19%,4.79808分,-0.77%,4.77885分,-1.30%,,,,,,,,,,
107,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao763677273liu"，"点我对话"),763677273liu,佰依阁中老年女装主题,,,,,https://shop71519486.taobao.com,,,6414.00,北京,秋冬女装,,4.83117分,17.65%,4.85714分,13.16%,4.84416分,1.42%,,,,,,,,,,
108,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao秀秀小店01"，"点我对话"),秀秀小店01,爱相印精品女装,,,13161770133,,https://shop72597119.taobao.com,,,61791.00,北京,秋冬女装,,4.81276,8.61%,4.84874,7.98%,4.84874分,4.24%,,,,,,,,,,
109,常州嘉琪薇儿商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉琪薇儿旗舰店"，"点我对话"),嘉琪薇儿旗舰店,嘉琪薇儿旗舰店,,,,,https://shop114606760.taobao.com,,,1164849.00,北京,秋冬女装,,4.92259分,39.14%,4.91125分,47.35%,4.92108分,50.54%,,,,,,,,,,
110,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoblue_rose6688"，"点我对话"),blue_rose6688,美酷美衣,,,,,https://shop112597276.taobao.com,,,22055.60,北京,秋冬女装,,4.73962分,-1.15%,4.81509分,0.42%,4.81509分,-0.55%,,,,,,,,,,
111,广州曼菱服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欧依云旗舰店"，"点我对话"),欧依云旗舰店,欧依云旗舰店,15910923780,,,,https://shop327504346.taobao.com,,,0,北京,秋冬女装,,4.9637分,71.46%,4.93152分,59.38%,4.94637分,66.39%,,,,,,,,,,
112,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobao923643898"，"点我对话"),bao923643898,壹品天城精品店,,,,,https://shop117319841.taobao.com,,,0,北京,秋冬女装,,4.72426分,-1.48%,4.77146分,-1.33%,4.80154分,-0.84%,,,,,,,,,,
113,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao北京公馆"，"点我对话"),北京公馆,香港IT潮牌ZJRJ女装代,,,,,https://shop105546784.taobao.com,,,399825.00,北京,秋冬女装,,4.93902分,70.24%,4.95296分,71.38%,4.95732分,72.98%,,,,,,,,,,
114,北京镜淇尚品服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao镜淇旗舰店"，"点我对话"),镜淇旗舰店,镜淇旗舰店,,,,,https://shop109050015.taobao.com,,,39546562.00,北京,秋冬女装,,4.89584分,18.11%,4.85355分,13.12%,4.8705分,18.84%,,,,,,,,,,
115,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao时尚潮流0615"，"点我对话"),时尚潮流0615,尚衣坊实拍女装,,,,,https://shop72253768.taobao.com,,,4933.00,北京,秋冬女装,,4.66154分,-2.79%,4.72308分,-2.33%,4.78462分,-1.19%,,,,,,,,,,
116,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao才华衣品"，"点我对话"),才华衣品,首尚衣品,,,,,https://shop71612198.taobao.com,,,0,北京,秋冬女装,,4.88365分,43.21%,4.88994分,33.05%,4.89623分,34.30%,,,,,,,,,,
117,北京甘甘那服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao甘夫人旗舰店"，"点我对话"),甘夫人旗舰店,甘夫人旗舰店,,,,,https://shop105844349.taobao.com,,,0,北京,秋冬女装,,4.93694分,50.42%,4.90204分,41.89%,4.91234分,45.06%,,,,,,,,,,
118,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao盛世佳人2013"，"点我对话"),盛世佳人2013,盛世佳人羊绒服饰批发,,,,,https://shop71502235.taobao.com,,,13797.00,北京,秋冬女装,,4.875分,39.03%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
119,杭州惠弯贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobqp旗舰店"，"点我对话"),bqp旗舰店,bqp旗舰店,,,,,https://shop311288493.taobao.com,,,0,北京,秋冬女装,,4.82176分,1.05%,4.75195分,1.65%,4.78242分,1.20%,,,,,,,,,,
120,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao剩一半清醒"，"点我对话"),剩一半清醒,莫菲儿服饰店,,,,,https://shop103304585.taobao.com,,,29988.00,北京,秋冬女装,,4.76486分,-0.63%,4.82432分,0.23%,4.86992分,17.72%,,,,,,,,,,
121,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我心依旧201209"，"点我对话"),我心依旧201209,铭 品 服 饰 店,,,,,https://shop101081756.taobao.com,,,0.00,北京,秋冬女装,,4.82051分,12.45%,4.82906分,0.13%,4.86325分,13.50%,,,,,,,,,,
122,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao叶希陈陈陈"，"点我对话"),叶希陈陈陈,实体店美的开始,,,,,https://shop112787609.taobao.com,,,21035.00,北京,秋冬女装,,4.7226分,-1.51%,4.78755分,-0.99%,4.82003分,0.45%,,,,,,,,,,
123,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao倾香百合"，"点我对话"),倾香百合,诗龄,,,,,https://shop58682149.taobao.com,,,61383.00,北京,秋冬女装,,4.79384分,0.10%,4.8347分,0.10%,4.85732分,9.67%,,,,,,,,,,
124,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao佟大公司"，"点我对话"),佟大公司,佟大皮草企业店,,,,,https://shop129244605.taobao.com,,,19020.00,北京,秋冬女装,,4.93333,67.48%,4.95,69.60%,4.94167分,63.10%,,,,,,,,,,
125,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyangchenglin806"，"点我对话"),yangchenglin806,紫淑苑服饰商城,,,13673199949,,https://shop66252855.taobao.com,,,52901.00,北京,秋冬女装,,4.93333,67.48%,4.98333,89.87%,4.96667分,78.92%,,,,,,,,,,
126,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb82499285"，"点我对话"),tb82499285,d[s218611980],,,,,https://shop218611980.taobao.com,,,0,北京,秋冬女装,,4.81818分,11.26%,4.81818分,0.36%,4.90909分,42.44%,,,,,,,,,,
127,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao半是喜欢半是爱"，"点我对话"),半是喜欢半是爱,约派大码女裤,,,18500153001,,https://shop105658409.taobao.com,,,14986.00,北京,秋冬女装,,4.77214分,0.48%,4.83821分,1.58%,4.83046分,0.24%,,,,,,,,,,
128,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoaerol"，"点我对话"),aerol,未来谷美丽魔法箱,,01068331640,15311205086,,https://shop35084145.taobao.com,,,128644.00,北京,秋冬女装,,4.80158分,3.15%,4.86304分,16.68%,4.88054分,24.37%,,,,,,,,,,
129,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小四儿的店"，"点我对话"),小四儿的店,月半人家专业大码女装,,,,,https://shop565117220.taobao.com,,,42184.00,北京,秋冬女装,,4.78858,0.14%,4.82746,0.17%,4.84083分,0.10%,,,,,,,,,,
130,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao青谷雨"，"点我对话"),青谷雨,青谷雨外贸原单女装,,010-63991219,15811396582,,https://shop102390747.taobao.com,,,4327.00,北京,秋冬女装,,4.90074分,51.55%,4.93444分,60.12%,4.94479分,65.05%,,,,,,,,,,
131,北京丽莉达美服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoliggfop旗舰店"，"点我对话"),liggfop旗舰店,liggfop旗舰店,,,,,https://shop110686447.taobao.com,,,1619360.80,北京,秋冬女装,,4.86772分,0%,4.75788分,1.52%,4.77922分,1.26%,,,,,,,,,,
132,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao俏丽君子兰76"，"点我对话"),俏丽君子兰76,东方玛歌自制休闲女装,13552744819,,,,https://shop105272727.taobao.com,,,103721.00,北京,秋冬女装,,4.91667分,59.35%,4.95349分,71.73%,4.94961分,68.13%,,,,,,,,,,
133,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoe乐购名坊"，"点我对话"),e乐购名坊,乐购纯棉妈妈装,,,,,https://shop36693956.taobao.com,,,101557.00,北京,秋冬女装,,4.85359分,28.54%,4.89346分,35.19%,4.90327分,38.76%,,,,,,,,,,
134,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao依人往8665"，"点我对话"),依人往8665,亲情易网,,,,,https://shop73479040.taobao.com,,,994.00,北京,秋冬女装,,4.11111分,-14.26%,4.55556分,-5.79%,4.55556分,-5.91%,,,,,,,,,,
135,东莞市潮奇贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao酷里鸟旗舰店"，"点我对话"),酷里鸟旗舰店,酷里鸟旗舰店,,,,,https://shop198198020.taobao.com,,,66560.00,北京,秋冬女装,,4.81287分,1.23%,4.74231分,1.84%,4.76438分,1.57%,,,,,,,,,,
136,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao冰红茶580"，"点我对话"),冰红茶580,小爽家欧韩潮品女装,,,,,https://shop65828950.taobao.com,,,114920.00,北京,秋冬女装,,4.76667分,-0.59%,4.81176分,0.49%,4.8348分,0.15%,,,,,,,,,,
137,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao2013newdream"，"点我对话"),2013newdream,中媒时尚,,,,,https://shop107214027.taobao.com,,,27567.00,北京,秋冬女装,,4.81493分,9.67%,4.86283分,16.55%,4.86788分,16.35%,,,,,,,,,,
138,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoab227227"，"点我对话"),ab227227,我的巴黎衣恋,,,,,https://shop65326704.taobao.com,,,120270.00,北京,秋冬女装,,4.80342分,4.05%,4.87028分,21.09%,4.86752分,16.13%,,,,,,,,,,
139,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaovivid尚忆"，"点我对话"),vivid尚忆,雅妮莱 九年老厂,,,,,https://shop60038933.taobao.com,,,175864.00,北京,秋冬女装,,4.78261分,0.26%,4.82783分,0.16%,4.82957分,0.25%,,,,,,,,,,
140,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淑茗语涵"，"点我对话"),淑茗语涵,一诺服饰 妈妈装 正品,,,,,https://shop109724532.taobao.com,,,179900.00,北京,秋冬女装,,4.72869分,-1.39%,4.81749分,0.37%,4.84873分,4.23%,,,,,,,,,,
141,清河县耀庆服装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao丹豆旗舰店"，"点我对话"),丹豆旗舰店,丹豆旗舰店,,,,,https://shop254572648.taobao.com,,,3444946.00,北京,秋冬女装,,4.9179分,35.45%,4.8884分,33.80%,4.89837分,36.31%,,,,,,,,,,
142,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鲁商平平"，"点我对话"),鲁商平平,四季火服饰,,,,,https://shop123153409.taobao.com,,,14040.11,北京,秋冬女装,,4.62457分,-3.56%,4.66425分,-3.54%,4.66349分,-3.69%,,,,,,,,,,
143,杭州美穗服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao图薇朵旗舰店"，"点我对话"),图薇朵旗舰店,图薇朵旗舰店,,,,,https://shop493611169.taobao.com,,,274128.00,北京,秋冬女装,,4.90181分,22.80%,4.87698分,27.02%,4.90519分,40.58%,,,,,,,,,,
144,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao欧印象307"，"点我对话"),欧印象307,欧印象307,,,,,https://shop109543424.taobao.com,,,13018.00,北京,秋冬女装,,4.5分,-6.15%,4.64706分,-3.90%,4.73529分,-2.20%,,,,,,,,,,
145,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鱽鱽的夏天"，"点我对话"),鱽鱽的夏天,菲儿大码,,,,,https://shop107380073.taobao.com,,,3299.80,北京,秋冬女装,,4.84972分,26.70%,4.88868分,32.33%,4.89981分,36.62%,,,,,,,,,,
146,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao你马上发财咯"，"点我对话"),你马上发财咯,出格针织工厂店,,,,,https://shop109015900.taobao.com,,,26113.00,北京,秋冬女装,,4.84739分,25.56%,4.87952分,26.76%,4.89558分,33.95%,,,,,,,,,,
147,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao巧心缘1314"，"点我对话"),巧心缘1314,唯美时尚E裤,,,,,https://shop70627630.taobao.com,,,14068.00,北京,秋冬女装,,4.76556,-0.61%,4.81743,0.37%,4.83402分,0.16%,,,,,,,,,,
148,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowangxianguang1944"，"点我对话"),wangxianguang1944,锦色出口成衣店,,,,,https://shop36708846.taobao.com,,,202095.00,北京,秋冬女装,,4.95345,77.28%,4.96396,78.08%,4.96552分,78.17%,,,,,,,,,,
149,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao可可喜你1314"，"点我对话"),可可喜你1314,可可喜你1314,,,,,https://shop71834746.taobao.com,,,26297.00,北京,秋冬女装,,4.75981分,-0.74%,4.82732分,0.17%,4.83203分,0.21%,,,,,,,,,,
150,北京谦亿隆服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奥奇盛达美旗舰店"，"点我对话"),奥奇盛达美旗舰店,奥奇盛达美旗舰店,,,,,https://shop107880163.taobao.com,,,0,北京,秋冬女装,,4.93427分,48.32%,4.89484分,37.62%,4.90141分,38.21%,,,,,,,,,,
151,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao聚缘世界"，"点我对话"),聚缘世界,阿玛施专柜正品三折代,,,,,https://shop70539966.taobao.com,,,38504.00,北京,秋冬女装,,4.90274分,52.56%,4.91085分,45.81%,4.92706分,53.86%,,,,,,,,,,
152,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱购宝贝_2008"，"点我对话"),爱购宝贝_2008,爱购宝贝2008,13429696625,,13429696625,,https://shop35487821.taobao.com,,,0.00,北京,秋冬女装,,4.793分,0.10%,4.8537分,11.00%,4.85721分,9.60%,,,,,,,,,,
153,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao左小熙8866"，"点我对话"),左小熙8866,绒织绣原创羊绒工厂店,,,15130976786,,https://shop69861171.taobao.com,,,64228.00,北京,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
154,北京邦宇服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao哥仨行服饰旗舰店"，"点我对话"),哥仨行服饰旗舰店,哥仨行服饰旗舰店,,,,,https://shop57301824.taobao.com,,,1950633.00,北京,秋冬女装,,4.95798分,66.96%,4.93277分,60.12%,4.87395分,21.02%,,,,,,,,,,
155,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao18638822620cll"，"点我对话"),18638822620cll,馨馨优品商城,,,,,https://shop115922461.taobao.com,,,96071.08,北京,秋冬女装,,4.66737分,-3.03%,4.7141分,-2.70%,4.74037分,-2.25%,,,,,,,,,,
156,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao忆寒秀衣坊"，"点我对话"),忆寒秀衣坊,忆寒秀衣坊,,,,,https://shop101517181.taobao.com,,,25378.00,北京,秋冬女装,,4.74877分,-0.97%,4.79704分,-0.80%,4.82266分,0.40%,,,,,,,,,,
157,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao韩国佳人美衣"，"点我对话"),韩国佳人美衣,韩国佳人美衣美妆小铺,18714111017,,15176674560,,https://shop68003146.taobao.com,,,3692.92,北京,秋冬女装,,4.77246分,0.47%,4.78443分,-1.06%,4.80838分,-0.69%,,,,,,,,,,
158,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao时尚妈妈99866"，"点我对话"),时尚妈妈99866,红绵绵轻奢定制,,,,,https://shop102963328.taobao.com,,,4164.00,北京,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
159,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花样年华20131976"，"点我对话"),花样年华20131976,千衣百度蝶恋坊,,,,,https://shop118529388.taobao.com,,,10908.80,北京,秋冬女装,,4.77331分,0.45%,4.83686分,0.83%,4.85381分,7.53%,,,,,,,,,,
160,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao露锡儿服饰有限公司"，"点我对话"),露锡儿服饰有限公司,AMS企业直销 包邮试穿,,,,,https://shop128094770.taobao.com,,,3214.00,北京,秋冬女装,,4.78814,0.14%,4.79661,-0.80%,4.72881分,-2.34%,,,,,,,,,,
161,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao振才jk"，"点我对话"),振才jk,优客正品,,,,,https://shop130693829.taobao.com,,,35849.00,北京,秋冬女装,,4.85185分,27.74%,4.86111分,15.57%,4.83333分,0.18%,,,,,,,,,,
162,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoalicesky1983"，"点我对话"),alicesky1983,京城上品工厂店,,,18665714630,,https://shop101798825.taobao.com,,,327891.00,北京,秋冬女装,,4.86156分,32.43%,4.88742分,31.51%,4.89391分,32.83%,,,,,,,,,,
163,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao漪梦温馨小屋"，"点我对话"),漪梦温馨小屋,薇彩妮大码女装,,,,,https://shop34418177.taobao.com,,,0,北京,秋冬女装,,4.80462分,4.64%,4.84034分,2.87%,4.86345分,13.55%,,,,,,,,,,
164,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao名媛衣橱1013"，"点我对话"),名媛衣橱1013,韩衣潮吧,,,,,https://shop112594846.taobao.com,,,0,北京,秋冬女装,,4.73333分,-1.29%,4.775分,-1.25%,4.8分,-0.87%,,,,,,,,,,
165,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao每日惠购生活馆"，"点我对话"),每日惠购生活馆,壹号人家生活居,,,,,https://shop489547894.taobao.com,,,2635.72,北京,秋冬女装,,4.4206,-7.81%,4.54936,-5.92%,4.65236分,-3.91%,,,,,,,,,,
166,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao夏荷e衣"，"点我对话"),夏荷e衣,夏荷服饰,,,,,https://shop67559138.taobao.com,,,6633.00,北京,秋冬女装,,4.8分,2.44%,4.86557分,18.28%,4.8918分,31.56%,,,,,,,,,,
